ID,Paper ID,Title,Authors,Year,Venue,Abstract,DOI,Citation Count,Is Open Access,Score,Matched Keywords,Recommendation,Description,Search Query,Created At,Updated At
115,cf571d4c3206a87dd75b10ff84dee2b4719bfccb,Atomic arrangement analysis and crystal growth mechanism of HAp nanocrystal synthesized from amorphous calcium phosphate,"[{""authorId"": ""84717797"", ""name"": ""Kouichi Nakashima""}, {""authorId"": ""2276714578"", ""name"": ""Sakino Misawa""}, {""authorId"": ""2276639667"", ""name"": ""Yoshio Kobayashi""}, {""authorId"": ""2276714965"", ""name"": ""Toru Ishigaki""}, {""authorId"": ""50648032"", ""name"": ""Y. Ishikawa""}, {""authorId"": ""2276752772"", ""name"": ""Shu Yin""}, {""authorId"": ""2250717153"", ""name"": ""Masato Kakihana""}, {""authorId"": ""24281545"", ""name"": ""T. Goto""}, {""authorId"": ""2271259179"", ""name"": ""Tohru Sekino""}]",2023,Journal of The American Ceramic Society,"The crystal growth of hydroxyapatite (HAp) using a solvothermal method was investigated under various reaction conditions. The purpose of the present study is the synthesis of HAp nanocrystals with multiple facets and the atomic arrangement for various orientations of the crystal was clarified. HAp nanorods were obtained at 200°C after 24 h using a reaction medium of water. The atomic arrangement in HAp nanorods was examined for a characteristic facet in the direction of [21−13−] and [0110−] incidences and crystal orientation along the c‐axis of HAp nanorod was confirmed using electron microscopy. The present study clarifies the HAp crystal growth mechanism, where the adsorption of cations or anions onto the crystal facet determines the HAp crystal shape. The crystals of HAp grew along the c‐axis and became rod‐shaped suggesting that cations were adsorbed predominantly over anions.",10.1111/jace.19631,4,0,77,"{""crystal growth"": 75, ""crystal shape"": 2}",必须下载,强烈实验论文,crystal growth mechanism,2025-09-15 16:29:48,2025-09-16 00:29:48.373718
77,b18cb5b555ea355bef84a40402d0db2fb0aab625,Fast growth of single-crystal covalent organic frameworks for laboratory x-ray diffraction,"[{""authorId"": ""2289792375"", ""name"": ""Jing Han""}, {""authorId"": ""2116953495"", ""name"": ""Jie Feng""}, {""authorId"": ""2288234299"", ""name"": ""Jia Kang""}, {""authorId"": ""2288335054"", ""name"": ""Jie-Min Chen""}, {""authorId"": ""2272838729"", ""name"": ""Xin-Yu Du""}, {""authorId"": ""34258053"", ""name"": ""Sanyuan Ding""}, {""authorId"": ""2155276564"", ""name"": ""Lin Liang""}, {""authorId"": ""2256611676"", ""name"": ""Wei Wang""}]",2024,Science,"The imine-exchange strategy makes single-crystal growth of covalent organic frameworks (COFs) with large size (>15 microns) possible but is a time-consuming process (15 to 80 days) that has had limited success (six examples) and restricts structural characterization to synchrotron-radiation sources for x-ray diffraction studies. We developed a CF3COOH/CF3CH2NH2 protocol to harvest single-crystal COFs within 1 to 2 days with crystal sizes of up to 150 microns. The generality was exemplified by the feasible growth of 16 high-quality single-crystal COFs that were structurally determined by laboratory single-crystal x-ray diffraction with resolutions of up to 0.79 angstroms. The structures obtained included uncommon interpenetration of networks, and the details of the structural evolution of conformational isomers and host-guest interaction could be determined at the atomic level. Editor’s summary The production of large crystals of porous covalent organic frameworks (COFs) usually requires slow growth over weeks to avoid precursor assembly that results in defects. Han et al. found that large imine-linked single-crystal COFs (15 to 100 micrometers) can be grown in 1 or 2 days using trifluoroacetic acid as a catalyst and trifluoroethylamine as an intermediate reactant that is displaced by the reactant amine. This approach grew a wide variety of large COF crystals with x-ray diffraction resolutions up to 0.8 angstroms. —Phil Szuromi A modulator-catalyst protocol enabled growth of large-sized single-crystal covalent organic frameworks within 1 to 2 days.",10.1126/science.adk8680,101,0,77,"{""crystal growth"": 75, ""crystal size"": 2}",必须下载,强烈实验论文,single crystal growth,2025-09-15 16:25:32,2025-09-16 00:25:32.132564
121,a77cbc88afb66ea7f002604a9b5945922994e34d,Oxygen Precipitation Behavior in n-Type Cz-Si Related to Carbon Concentration and Crystal Growth Conditions,"[{""authorId"": ""52179057"", ""name"": ""Tappei Nishihara""}, {""authorId"": ""2047192043"", ""name"": ""K. Onishi""}, {""authorId"": ""35164499"", ""name"": ""Y. Ohshita""}, {""authorId"": ""144776696"", ""name"": ""A. Ogura""}]",2021,Journal of Electronic Materials,,10.1007/s11664-020-08702-w,1,0,75,"{""crystal growth"": 75}",必须下载,强烈实验论文,crystal growth conditions,2025-09-15 16:30:06,2025-09-16 00:30:06.424275
120,6e4acdaa2c78f297ef25e72c4f327500e7c4ae26,Effect of crystal growth conditions on carrier lifetime and lattice defects in the solar absorber material ZnSnP2,"[{""authorId"": ""2220211152"", ""name"": ""Isshin Sumiyoshi""}, {""authorId"": ""92524675"", ""name"": ""Y. Nose""}]",2023,Journal of Applied Physics,"We investigated the minority carrier lifetime and behavior of lattice defects in ZnSnP2 bulk crystals through experiments on carrier recombination and defect properties. Advanced deep level transient spectroscopy (DLTS) revealed that an electron trap with a short time constant at 0.2 eV below the conduction band minimum edge may contribute to the short minority carrier lifetime evaluated by time-resolved photoluminescence (TRPL). The temperature dependence of steady-state photoluminescence suggested that the carrier recombination through the electron trap was nonradiative around room temperature, which supports the fact of the short carrier lifetime and lower current density in ZnSnP2 solar cells. Previously reported theoretical calculation suggests that such a trap comes from the antisite defect of Sn from the viewpoint of the thermodynamic transition level. We, thus, prepared ZnSnP2 crystals by the solution growth method under conditions with a higher chemical potential of Zn, and we achieved the enhancement of the carrier lifetime compared to that under other growth conditions. In this case, the evaluation of the liquidus temperature and chemical potentials by a thermodynamic model indicated that the formation of Sn antisite was effectively suppressed by a lower precipitation temperature in addition to the effect of chemical potentials. Finally, we demonstrated the improvement of current density in ZnSnP2 solar cells using crystals with a longer lifetime, especially in the longer wavelength range.",10.1063/5.0151739,2,0,75,"{""crystal growth"": 75}",必须下载,强烈实验论文,crystal growth conditions,2025-09-15 16:30:04,2025-09-16 00:30:04.416010
117,88935c9bb2d0ec986fb900993744e25b435500be,Ice Crystal Growth Mechanism and Structure-activity Relationships of Graphene Oxide/Poly(vinyl alcohol) Aerogels,"[{""authorId"": ""13906614"", ""name"": ""Xiaotian Xi""}, {""authorId"": ""2157391064"", ""name"": ""Xingqi Luo""}, {""authorId"": ""2111273636"", ""name"": ""Yu Xia""}, {""authorId"": ""91885979"", ""name"": ""Longfei Yi""}, {""authorId"": ""2154461432"", ""name"": ""Yi Wang""}, {""authorId"": ""2112738995"", ""name"": ""D. Song""}, {""authorId"": ""93616125"", ""name"": ""Yongjiao Song""}, {""authorId"": ""2324578728"", ""name"": ""Jin-Rong Wu""}, {""authorId"": ""2137435709"", ""name"": ""Lijuan Zhao""}]",2022,Chinese Journal of Polymer Science,,10.1007/s10118-022-2707-3,9,0,75,"{""crystal growth"": 75}",必须下载,强烈实验论文,crystal growth mechanism,2025-09-15 16:29:52,2025-09-16 00:29:52.389340
116,3ceb9a6fa6c373340f23ea1f725eaf01fccf2f00,Visualizing electrochemical zinc deposition and the role of a polymer additive in the crystal growth mechanism,"[{""authorId"": ""40861914"", ""name"": ""Gastelle F. Ti\u00e9tcha""}, {""authorId"": ""91894953"", ""name"": ""I. Kl\u00fcppel""}, {""authorId"": ""2047868768"", ""name"": ""Matthias Kogler""}, {""authorId"": ""4770943"", ""name"": ""M. Valtiner""}, {""authorId"": ""12360384"", ""name"": ""Laura L. E. Mears""}]",2023,Materials and Corrosion,"Electrodeposition of metals is relevant to many research fields including catalysis, batteries, antifouling, and anticorrosion coatings. Compared with hot dip galvanizing, there is significant interest in less energy and material‐intense electroplating of zinc. At present, large‐scale electroplating mostly uses acidic zinc solutions, containing potentially toxic additives. Alkaline electroplating of zinc offers a route to using environment‐friendly green additives. Further to the previous elucidation of the mechanism by which the polyquarternium polymer (PQ) aids the deposition of negatively charged zincate, here the nature of the coating is explored. Zinc was deposited from an electrolyte including zincate and PQ, on gold model surfaces. Atomic force microscopy (AFM) and low energy ion scattering have been used to characterize the layer and explore the crystal growth mechanism that the PQ changes and, hence, improves the coating quality. We have also used AFM of the PQ on negatively charged mica to provide further evidence for the growth mechanism interpretation. Our data demonstrate that the additive is crucial to steering the growth mechanism, offering routes to optimizing deposition.",10.1002/maco.202313990,1,1,75,"{""crystal growth"": 75}",必须下载,强烈实验论文,crystal growth mechanism,2025-09-15 16:29:50,2025-09-16 00:29:50.379198
114,6d9bcb8b9a1442ef8300d3abfd4c572a92d793a6,Monitoring the operating state of crystal growth process based on digital twin model,"[{""authorId"": ""2284455682"", ""name"": ""Yuyu Liu""}, {""authorId"": ""2307551084"", ""name"": ""Ling-Xia Mu""}, {""authorId"": ""2284515353"", ""name"": ""Ding Liu""}]",2024,Journal of Process Control,,10.1016/j.jprocont.2024.103261,3,0,75,"{""crystal growth"": 75}",必须下载,强烈实验论文,crystal growth process,2025-09-15 16:29:38,2025-09-16 00:29:38.191766
112,95f8b850b6cb7a8c03c3576b0d667ac83e415206,Semantic segmentation in crystal growth process using fake micrograph machine learning,"[{""authorId"": ""2137847191"", ""name"": ""T. Ishiyama""}, {""authorId"": ""1779707"", ""name"": ""T. Suemasu""}, {""authorId"": ""34875143"", ""name"": ""K. Toko""}]",2024,Scientific Reports,"Microscopic evaluation is one of the most effective methods in materials research. High-quality images are essential to analyze microscopic images using artificial intelligence. To overcome this challenge, we propose the machine learning of “fake micrographs” in this study. To verify the effectiveness of this method, we chose to analyze the optical microscopic images of the crystal growth process of a Ge thin film, which is a material in which it is difficult to obtain a contrast between the crystal and amorphous states. By learning the automatically generated fake micrographs that mimic the crystal growth process, the machine learning model can now identify the low-resolution real micrographs as crystalline or amorphous. Comparing the three types of machine learning models, it was found that ResUNet ++ exhibited high accuracy, exceeding 90%. The technology developed in this study for the automatic and rapid analysis of low-resolution images is widely helpful in material research.",10.1038/s41598-024-70530-3,2,1,75,"{""crystal growth"": 75}",必须下载,强烈实验论文,crystal growth process,2025-09-15 16:29:34,2025-09-16 00:29:34.174390
109,2e39c91133523b3a21bc7b1b6188e985e6470be5,Numerical Simulation of CdTe Crystal Growth Using the Vertical Gradient Freeze Technique Assisted by Axial Low-Frequency Oscillations of the Melt,"[{""authorId"": ""2280382229"", ""name"": ""Oleg Nefedov""}, {""authorId"": ""123273319"", ""name"": ""A. Dovnarovich""}, {""authorId"": ""145815645"", ""name"": ""V. Kostikov""}, {""authorId"": ""30768424"", ""name"": ""E. Mozhevitina""}, {""authorId"": ""2280382882"", ""name"": ""Dmitry Bocharnikov""}, {""authorId"": ""2137350396"", ""name"": ""Igor Avetissov""}]",2024,Crystals,"The problem of intensification of the melt crystal growth process has been analyzed using CdTe as an actual material. Numerical simulation of 100 mm diameter CdTe crystal growth using the VGF technique has been carried out. The heat–mass transfer was controlled by introducing low-frequency oscillating baffle into the melt, which is a so-called axial vibrational control (AVC) technique. The baffle configuration has been optimized to destroy solid “tails”, which were formed near the crucible walls at high cooling rates due to the low thermoconductivity and the corresponding latent heat. Analysis of CdTe homogeneity range showed that during fast crystal cooling, Te micro precipitations were formed, resulting from the decay of oversaturated Cd-rich nonstoichiometric solid solution during the Bridgman crystal growth technique. After full crystallization, a VGF-grown CdTe crystal stays inside the phase field of the high-temperature wurtzite polymorph. This makes it possible to go through the polymorph transition without Te micro-precipitating using the advantages of the VGF-specific feature of very slow cooling.",10.3390/cryst14010072,5,1,75,"{""crystal growth"": 75}",必须下载,强烈实验论文,crystal growth technique,2025-09-15 16:29:09,2025-09-16 00:29:09.707416
107,c4e868bbd56f235d067626e51d06064c9073c157,Abbreviations in crystals name and crystal growth technique,[],2023,Functional materials,,10.15407/fm30.02.313,0,0,75,"{""crystal growth"": 75}",必须下载,强烈实验论文,crystal growth technique,2025-09-15 16:29:05,2025-09-16 00:29:05.691598
96,be961c43f6d72bb9c96d18ae8aa635f346f84e51,"Topochemistry for Difficult Peptide-Polymer Synthesis: Single-Crystal-to-Single-Crystal Synthesis of an Isoleucine-Based Polymer, a Hydrophobic Coating Material.","[{""authorId"": ""2280314155"", ""name"": ""Thejus Pramod""}, {""authorId"": ""2123016108"", ""name"": ""Ravichandran Khazeber""}, {""authorId"": ""51164955"", ""name"": ""Vignesh Athiyarath""}, {""authorId"": ""6761896"", ""name"": ""K. M. Sureshan""}]",2024,Journal of the American Chemical Society,"Polymers of hydrophobic amino acids are predicted to be potential coating materials for the creation of hydrophobic surfaces. The oligopeptides of hydrophobic amino acids are called ""difficult peptides""; as the name suggests, it is difficult to synthesize them by conventional methods. We circumvented this synthetic challenge by adopting topochemical azide-alkyne cycloaddition (TAAC) polymerization of a hydrophobic dipeptide monomer. We designed an Ile-based dipeptide, decorated with azide and alkyne, which arrange in the crystal in a head-to-tail fashion with the azide and alkyne of the adjacent molecules in a ready-to-react orientation. The monomer, on mild heating of its crystals, undergoes regiospecific TAAC polymerization to yield a 1,4-disubstituted-triazole-linked polymer in a single-crystal-to-single-crystal fashion. The solid obtained after evaporation of the monomer solution also maintained crystallinity and underwent regiospecific topochemical polymerization as in the case of crystals. This topochemical polymerization could be studied using different techniques such as FTIR, NMR, DSC, GPC, MALDI, PXRD, and SCXRD. Since the polymer is insoluble in common solvents and hence difficult to coat surfaces, the monomer was first sprayed and evaporated on various surfaces and polymerized on the surface. Such polymer-coated surfaces exhibited water contact angles of up to 134°, showing that this Ile-derived polymer is very hydrophobic and can potentially be used as a coating material for various applications.",10.1021/jacs.3c10779,6,0,75,"{""crystal synthesis"": 75}",必须下载,强烈实验论文,crystal synthesis,2025-09-15 16:27:44,2025-09-16 00:27:44.414448
95,a4a7dcd2f44876f17a2ff42e8df10a69e686f853,Comprehensive review of single-crystal Ni-rich cathodes: single-crystal synthesis and performance enhancement strategies,"[{""authorId"": ""2069750264"", ""name"": ""Meihua Hong""}, {""authorId"": ""93787419"", ""name"": ""Van-Chuong Ho""}, {""authorId"": ""2267276549"", ""name"": ""Junyoung Mun""}]",2024,Frontiers in Batteries and Electrochemistry,"This review focuses on recent advancements in single-crystal Ni-rich cathodes for Li-ion batteries. An in-depth analysis is provided of the key characteristics of single-crystal Ni-rich cathodes and a description of the synthesis methods, performance degradation mechanisms, and enhancement strategies tailored to these materials is given. Synthesis techniques such as solid-state and molten salt syntheses are discussed in detail. Additionally, we describe some of the nuanced challenges and solutions pertaining to single-crystal Ni-rich cathodes, including surface modification (coating and additives) to improve the initial efficiency and Li diffusion rate through doping, with the aim of prolonging cyclability. This review offers comprehensive insights into the development of single-crystal Ni-rich cathodes and suggests directions for advancing Li-ion battery technology using these specialized cathode materials.",10.3389/fbael.2024.1338069,6,1,75,"{""crystal synthesis"": 75}",必须下载,强烈实验论文,crystal synthesis,2025-09-15 16:27:42,2025-09-16 00:27:42.409131
88,7483ee50a5bc485b51d3d8b09f201570d39c929f,Growth of high-quality langatate crystals by the Czochralski method with elimination of Ga2O3 volatilization,"[{""authorId"": ""2272050067"", ""name"": ""Shuai Wang""}, {""authorId"": ""2283975550"", ""name"": ""Xianyang Wang""}, {""authorId"": ""2187976706"", ""name"": ""Cheng Ji""}, {""authorId"": ""2283970582"", ""name"": ""Peng Dai""}, {""authorId"": ""48491569"", ""name"": ""Liming Shen""}, {""authorId"": ""144158374"", ""name"": ""N. Bao""}]",2024,CrysteEngComm,"This work successfully grew a high-quality langatate crystal under an air atmosphere using the Czochralski method, effectively eliminating Ga2O3 volatilization.",10.1039/d3ce01198d,2,0,75,"{""Czochralski method"": 75}",必须下载,强烈实验论文,Czochralski method,2025-09-15 16:26:55,2025-09-16 00:26:55.622943
86,a33c1f139577a3be3ff91e3662bcad5eec0414d2,A novel approach to reduce the oxygen content in Monocrystalline silicon by Czochralski method,"[{""authorId"": ""2283198890"", ""name"": ""Jiancheng Li""}, {""authorId"": ""2283187775"", ""name"": ""Junlei Wang""}, {""authorId"": ""2143446984"", ""name"": ""Lijun Liu""}, {""authorId"": ""2209693889"", ""name"": ""Yong Wen""}, {""authorId"": ""2283468638"", ""name"": ""Changzhen Wang""}]",2024,Journal of Crystal Growth,,10.1016/j.jcrysgro.2024.127608,10,0,75,"{""Czochralski method"": 75}",必须下载,强烈实验论文,Czochralski method,2025-09-15 16:26:51,2025-09-16 00:26:51.608851
100,940fb338a8d154fc11c0cb6af8eb899560284685,A low-loss molybdenum plasmonic waveguide: perfect single-crystal preparation and subwavelength grating optimization,"[{""authorId"": ""2221135624"", ""name"": ""Tao Cui""}, {""authorId"": ""2115435621"", ""name"": ""Yan Shen""}, {""authorId"": ""2261403183"", ""name"": ""Ao Cheng""}, {""authorId"": ""49832587"", ""name"": ""R. Zhan""}, {""authorId"": ""13449731"", ""name"": ""Zebo Zheng""}, {""authorId"": ""2261399786"", ""name"": ""Bo Tian""}, {""authorId"": ""2221147893"", ""name"": ""Jia Shi""}, {""authorId"": ""34615017"", ""name"": ""Y. Ke""}, {""authorId"": ""2151853006"", ""name"": ""Lei Shao""}, {""authorId"": ""3109548"", ""name"": ""Huanjun Chen""}, {""authorId"": ""2260326016"", ""name"": ""Shaozhi Deng""}]",2023,Nanophotonics,"Abstract Plasmonic waveguides have attracted tremendous interest due to efficiently confining photons on the subwavelength spatial scale to be beating the propagation diffraction limit. Transition metal molybdenum (Mo) exhibits outstanding properties in light trapping and electromagnetic field confining, making it potentially valuable in 1.55 μm plasmonic waveguide applications. However, the reliable fabrication of high-quality Mo plasmonic waveguides is a significant challenge. A real-space micro-imaging study of the surface plasmon on Mo structures is still absent. In this study, we successfully prepared a single-crystalline Mo microrod waveguide structure and fabricated subwavelength gratings on it. The diffraction gratings were designed, optimized, and etched to excite the surface plasmon polariton behaviour of Mo for the first time. The grating-optimized Mo microrod single-crystal reveals highly efficient waveguide performance around near-infrared spectroscopy, exhibiting a long propagation length of 32 μm and a low transmission loss of 0.067 dB μm−1. The results provide an alternative to advanced materials research and optical device applications of plasmonic waveguide systems.",10.1515/nanoph-2023-0480,5,1,70,"{""crystal preparation"": 70}",必须下载,强烈实验论文,crystal preparation,2025-09-15 16:28:18,2025-09-16 00:28:18.830641
98,9a40a89d5c47222619903bb1fbf205a71d12b4b4,Progress in the study of PPKTP crystal preparation and its application in quantum field,"[{""authorId"": ""2323324490"", ""name"": ""Tingting Tan""}, {""authorId"": ""2313577600"", ""name"": ""Changlong Zhang""}, {""authorId"": ""2323210402"", ""name"": ""Jian Zhang""}, {""authorId"": ""2323570162"", ""name"": ""Wenhui Huang""}, {""authorId"": ""2200460898"", ""name"": ""Xiaoling He""}, {""authorId"": ""2278728021"", ""name"": ""Haitao Zhou""}, {""authorId"": ""2323193046"", ""name"": ""Dongjie Wang""}, {""authorId"": ""2278776763"", ""name"": ""Hu Lv""}, {""authorId"": ""2323671314"", ""name"": ""Jiangtao Shi""}]",2024,"International Conference on Mechanical Engineering, Materials and Automation Technology","The need for high-performance optoelectronic functional materials has increased in recent years due to the expansion of the optoelectronic information sector. Potassium Titanium Oxygen Phosphate (KTiOPO4,KTP) is internationally recognized as a material with excellent comprehensive optoelectronic performance. After periodic polarization, KTiOPO4(PPKTP) can produce laser and entangled photon outputs of any wavelength within the crystal transmittance range using quasi-phase matching (QPM) technology, making it an ideal material for generating entangled photons for efficient frequency conversion and quantum communication. Its applications include laser manufacturing, quantum communication, electro-optical modulators, and optical waveguide devices. In this paper, the preparation of PPKTP crystal materials, the current status of development at home and abroad, and the applications in the quantum field are reviewed, and some challenges encountered in the preparation of the current hydrothermal PPKTP are also highlighted, and in future related research, the solution of these challenges is of great significance to improve the quality of the polarization reversal of the PPKTP and to promote the device's wider application.",10.1117/12.3046595,0,0,70,"{""crystal preparation"": 70}",必须下载,强烈实验论文,crystal preparation,2025-09-15 16:28:14,2025-09-16 00:28:14.820676
94,e7cac9c454ca102ad6cefc93ecd469ba45c66cca,"Quaternary In0.15Sn0.85(Se0.95S0.05)2 crystal: Synthesis, characterization, and its multiple applications","[{""authorId"": ""2152459138"", ""name"": ""Y.N. Doshi""}, {""authorId"": ""2237539358"", ""name"": ""A. Raval""}, {""authorId"": ""2237540919"", ""name"": ""Aditi P. Pathak""}, {""authorId"": ""2266868315"", ""name"": ""D. Shah""}, {""authorId"": ""118209468"", ""name"": ""V. Jain""}, {""authorId"": ""2278916951"", ""name"": ""Jiten Tailor""}, {""authorId"": ""2237545937"", ""name"": ""H. Desai""}, {""authorId"": ""2237597703"", ""name"": ""P. Patel""}]",2024,Materials Science in Semiconductor Processing,,10.1016/j.mssp.2024.108110,14,0,0,{},不建议下载,相关性低,crystal synthesis,2025-09-15 16:27:40,2025-09-16 00:27:40.404195
